Sentence_A,Sentence_B,origin,frequency,freq_cat,pair_id,rating_anticonic_causal,rating_iconic_causal,rating_anticonic_temporal,rating_iconic_temporal,human_preferred_connective,human_preferred_connective_desc,human_preferred_connective_unrel,tested_relation,tested_order,relation_human,order_human,condition_human,tested_connective,additional_dimension
Karl did not have money for lunch.,Karl stole a sandwich from the supermarket.,origin,713,4_frequent,60,1.8666666666666667,9.4,4.6,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Karl stole a sandwich from the supermarket.,Karl did not have money for lunch.,origin,1027,4_frequent,60,9.0,3.2666666666666666,4.6,2.7333333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Karl stole a sandwich from the supermarket.,Karl did not have money for lunch.,origin,1025,4_frequent,60,9.0,3.2666666666666666,4.6,2.7333333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Karl stole a sandwich from the supermarket.,Karl did not have money for lunch.,origin,1043,4_frequent,60,9.0,3.2666666666666666,4.6,2.7333333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Karl stole a sandwich from the supermarket.,Karl did not have money for lunch.,origin,1009,4_frequent,60,9.0,3.2666666666666666,4.6,2.7333333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Karl does not do his homework.,Karl forces his classmate to pass him the homework every day.,origin,0,1_rare,61,6.733333333333333,9.066666666666666,4.533333333333333,7.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Karl does not do his homework.,Karl forces his classmate to pass him the homework every day.,origin,2,1_rare,61,6.733333333333333,9.066666666666666,4.533333333333333,7.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Karl does not do his homework.,Karl forces his classmate to pass him the homework every day.,origin,10,2_uncommon,61,6.733333333333333,9.066666666666666,4.533333333333333,7.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Karl does not do his homework.,Karl forces his classmate to pass him the homework every day.,origin,1,1_rare,61,6.733333333333333,9.066666666666666,4.533333333333333,7.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Karl forces his classmate to pass him the homework every day.,Karl does not do his homework.,origin,0,1_rare,61,7.266666666666667,4.866666666666666,4.933333333333334,3.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Karl forces his classmate to pass him the homework every day.,Karl does not do his homework.,origin,4,1_rare,61,7.266666666666667,4.866666666666666,4.933333333333334,3.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Karl forces his classmate to pass him the homework every day.,Karl does not do his homework.,origin,0,1_rare,61,7.266666666666667,4.866666666666666,4.933333333333334,3.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Karl forces his classmate to pass him the homework every day.,Karl does not do his homework.,origin,0,1_rare,61,7.266666666666667,4.866666666666666,4.933333333333334,3.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Mike is bullied at school.,Mike is fat.,origin,0,1_rare,62,8.666666666666666,1.8666666666666667,1.6666666666666667,1.7333333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Mike is bullied at school.,Mike is fat.,origin,13,2_uncommon,62,8.666666666666666,1.8666666666666667,1.6666666666666667,1.7333333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Mike is bullied at school.,Mike is fat.,origin,0,1_rare,62,8.666666666666666,1.8666666666666667,1.6666666666666667,1.7333333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Mike is bullied at school.,Mike is fat.,origin,0,1_rare,62,8.666666666666666,1.8666666666666667,1.6666666666666667,1.7333333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Mike is fat.,Mike is bullied at school.,origin,1,1_rare,62,2.533333333333333,7.2,2.1333333333333333,3.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Mike is fat.,Mike is bullied at school.,origin,0,1_rare,62,2.533333333333333,7.2,2.1333333333333333,3.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Mike is fat.,Mike is bullied at school.,origin,2,1_rare,62,2.533333333333333,7.2,2.1333333333333333,3.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Mike is fat.,Mike is bullied at school.,origin,1,1_rare,62,2.533333333333333,7.2,2.1333333333333333,3.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Kevin does not like dogs.,Kevin throws rocks at dogs when he sees them.,origin,0,1_rare,63,3.6666666666666665,8.266666666666667,2.8,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Kevin does not like dogs.,Kevin throws rocks at dogs when he sees them.,origin,0,1_rare,63,3.6666666666666665,8.266666666666667,2.8,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Kevin does not like dogs.,Kevin throws rocks at dogs when he sees them.,origin,0,1_rare,63,3.6666666666666665,8.266666666666667,2.8,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Kevin does not like dogs.,Kevin throws rocks at dogs when he sees them.,origin,0,1_rare,63,3.6666666666666665,8.266666666666667,2.8,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Kevin throws rocks at dogs when he sees them.,Kevin does not like dogs.,origin,0,1_rare,63,9.2,6.666666666666667,2.7333333333333334,3.6,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Kevin throws rocks at dogs when he sees them.,Kevin does not like dogs.,origin,0,1_rare,63,9.2,6.666666666666667,2.7333333333333334,3.6,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Kevin throws rocks at dogs when he sees them.,Kevin does not like dogs.,origin,0,1_rare,63,9.2,6.666666666666667,2.7333333333333334,3.6,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Kevin throws rocks at dogs when he sees them.,Kevin does not like dogs.,origin,0,1_rare,63,9.2,6.666666666666667,2.7333333333333334,3.6,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Mark got Lucy pregnant but he does not want a baby.,Mark will not legitimize Lucy's child.,origin,0,1_rare,64,2.933333333333333,8.2,3.6666666666666665,3.066666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Mark got Lucy pregnant but he does not want a baby.,Mark will not legitimize Lucy's child.,origin,0,1_rare,64,2.933333333333333,8.2,3.6666666666666665,3.066666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Mark got Lucy pregnant but he does not want a baby.,Mark will not legitimize Lucy's child.,origin,0,1_rare,64,2.933333333333333,8.2,3.6666666666666665,3.066666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Mark got Lucy pregnant but he does not want a baby.,Mark will not legitimize Lucy's child.,origin,0,1_rare,64,2.933333333333333,8.2,3.6666666666666665,3.066666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Mark will not legitimize Lucy's child.,Mark got Lucy pregnant but he does not want a baby.,origin,0,1_rare,64,7.6,4.066666666666666,6.066666666666666,1.6666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Mark will not legitimize Lucy's child.,Mark got Lucy pregnant but he does not want a baby.,origin,0,1_rare,64,7.6,4.066666666666666,6.066666666666666,1.6666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Mark will not legitimize Lucy's child.,Mark got Lucy pregnant but he does not want a baby.,origin,0,1_rare,64,7.6,4.066666666666666,6.066666666666666,1.6666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Mark will not legitimize Lucy's child.,Mark got Lucy pregnant but he does not want a baby.,origin,0,1_rare,64,7.6,4.066666666666666,6.066666666666666,1.6666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
The student felt anxious to take the exam.,The student took drugs to calm down.,origin,7,2_uncommon,65,3.466666666666667,8.933333333333334,4.8,7.4,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
The student felt anxious to take the exam.,The student took drugs to calm down.,origin,15,2_uncommon,65,3.466666666666667,8.933333333333334,4.8,7.4,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
The student felt anxious to take the exam.,The student took drugs to calm down.,origin,18,2_uncommon,65,3.466666666666667,8.933333333333334,4.8,7.4,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
The student felt anxious to take the exam.,The student took drugs to calm down.,origin,25,2_uncommon,65,3.466666666666667,8.933333333333334,4.8,7.4,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
The student took drugs to calm down.,The student felt anxious to take the exam.,origin,10,2_uncommon,65,9.133333333333333,1.7333333333333334,7.533333333333333,4.266666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
The student took drugs to calm down.,The student felt anxious to take the exam.,origin,27,2_uncommon,65,9.133333333333333,1.7333333333333334,7.533333333333333,4.266666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
The student took drugs to calm down.,The student felt anxious to take the exam.,origin,34,2_uncommon,65,9.133333333333333,1.7333333333333334,7.533333333333333,4.266666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
The student took drugs to calm down.,The student felt anxious to take the exam.,origin,11,2_uncommon,65,9.133333333333333,1.7333333333333334,7.533333333333333,4.266666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Karen is envious of Silvia's boyfriend.,Karen tried to steal Silvia's boyfriend.,origin,0,1_rare,66,4.466666666666667,7.933333333333334,3.4,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Karen is envious of Silvia's boyfriend.,Karen tried to steal Silvia's boyfriend.,origin,0,1_rare,66,4.466666666666667,7.933333333333334,3.4,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Karen is envious of Silvia's boyfriend.,Karen tried to steal Silvia's boyfriend.,origin,0,1_rare,66,4.466666666666667,7.933333333333334,3.4,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Karen is envious of Silvia's boyfriend.,Karen tried to steal Silvia's boyfriend.,origin,0,1_rare,66,4.466666666666667,7.933333333333334,3.4,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Karen tried to steal Silvia's boyfriend.,Karen is envious of Silvia's boyfriend.,origin,0,1_rare,66,6.8,3.933333333333333,3.4,2.333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Karen tried to steal Silvia's boyfriend.,Karen is envious of Silvia's boyfriend.,origin,0,1_rare,66,6.8,3.933333333333333,3.4,2.333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Karen tried to steal Silvia's boyfriend.,Karen is envious of Silvia's boyfriend.,origin,0,1_rare,66,6.8,3.933333333333333,3.4,2.333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Karen tried to steal Silvia's boyfriend.,Karen is envious of Silvia's boyfriend.,origin,0,1_rare,66,6.8,3.933333333333333,3.4,2.333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Kevin drinks to forget.,Kevin was left by his wife.,origin,0,1_rare,67,8.333333333333334,4.866666666666666,6.533333333333333,3.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Kevin drinks to forget.,Kevin was left by his wife.,origin,0,1_rare,67,8.333333333333334,4.866666666666666,6.533333333333333,3.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Kevin drinks to forget.,Kevin was left by his wife.,origin,0,1_rare,67,8.333333333333334,4.866666666666666,6.533333333333333,3.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Kevin drinks to forget.,Kevin was left by his wife.,origin,0,1_rare,67,8.333333333333334,4.866666666666666,6.533333333333333,3.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Kevin was left by his wife.,Kevin drinks to forget.,origin,0,1_rare,67,5.8,8.266666666666667,4.6,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Kevin was left by his wife.,Kevin drinks to forget.,origin,0,1_rare,67,5.8,8.266666666666667,4.6,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Kevin was left by his wife.,Kevin drinks to forget.,origin,0,1_rare,67,5.8,8.266666666666667,4.6,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Kevin was left by his wife.,Kevin drinks to forget.,origin,0,1_rare,67,5.8,8.266666666666667,4.6,6.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Elena does not have a regular employment contract.,Elena is forced by her boss to work more hours than she should.,origin,14,2_uncommon,68,6.533333333333333,7.733333333333333,2.8666666666666667,4.866666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Elena does not have a regular employment contract.,Elena is forced by her boss to work more hours than she should.,origin,33,2_uncommon,68,6.533333333333333,7.733333333333333,2.8666666666666667,4.866666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Elena does not have a regular employment contract.,Elena is forced by her boss to work more hours than she should.,origin,51,2_uncommon,68,6.533333333333333,7.733333333333333,2.8666666666666667,4.866666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Elena does not have a regular employment contract.,Elena is forced by her boss to work more hours than she should.,origin,10,2_uncommon,68,6.533333333333333,7.733333333333333,2.8666666666666667,4.866666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Elena is forced by her boss to work more hours than she should.,Elena does not have a regular employment contract.,origin,30,2_uncommon,68,7.8,5.6,4.066666666666666,2.0,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Elena is forced by her boss to work more hours than she should.,Elena does not have a regular employment contract.,origin,84,3_common,68,7.8,5.6,4.066666666666666,2.0,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Elena is forced by her boss to work more hours than she should.,Elena does not have a regular employment contract.,origin,30,2_uncommon,68,7.8,5.6,4.066666666666666,2.0,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Elena is forced by her boss to work more hours than she should.,Elena does not have a regular employment contract.,origin,16,2_uncommon,68,7.8,5.6,4.066666666666666,2.0,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
A thief entered Michele's house.,Michele shot the thief.,origin,104,3_common,69,1.4,9.8,2.2666666666666666,8.533333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
A thief entered Michele's house.,Michele shot the thief.,origin,11,2_uncommon,69,1.4,9.8,2.2666666666666666,8.533333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
A thief entered Michele's house.,Michele shot the thief.,origin,26,2_uncommon,69,1.4,9.8,2.2666666666666666,8.533333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
A thief entered Michele's house.,Michele shot the thief.,origin,82,3_common,69,1.4,9.8,2.2666666666666666,8.533333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Michele shot the thief.,A thief entered Michele's house.,origin,256,3_common,69,8.333333333333334,1.6666666666666667,8.6,1.7333333333333334,after,anticonic_temp,after,causality,A follows B,Temporal,"B,A","Temporal-B,A",after,socially_challenging
Michele shot the thief.,A thief entered Michele's house.,origin,21,2_uncommon,69,8.333333333333334,1.6666666666666667,8.6,1.7333333333333334,after,anticonic_temp,after,causality,A follows B,Temporal,"B,A","Temporal-B,A",because,socially_challenging
Michele shot the thief.,A thief entered Michele's house.,origin,22,2_uncommon,69,8.333333333333334,1.6666666666666667,8.6,1.7333333333333334,after,anticonic_temp,after,causality,A follows B,Temporal,"B,A","Temporal-B,A",so,socially_challenging
Michele shot the thief.,A thief entered Michele's house.,origin,88,3_common,69,8.333333333333334,1.6666666666666667,8.6,1.7333333333333334,after,anticonic_temp,after,causality,A follows B,Temporal,"B,A","Temporal-B,A",then,socially_challenging
