pair_id	Sentence_A	Sentence_B	relation	order	additional_dimension	origin	A_cause_B	B_cause_A	A_precede_B	B_precede_A	answers	majority_vote	average_vote	quest_label	connective	connected_sent	conn_in_list	pair_ID	accept_answers	accept_st_dev	accept_average_vote	prompt	generated_answer_outlines	generated_answer_greedy	answer_greedy_cleaned
88	The child was running into a road with a lot of traffic.	The parents stopped the child.	causality	B follows A	none	origin	True	False	True	False	['NO', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'YES']	no	-0.2	BA_temp	thus	The child was running into a road with a lot of traffic, after the parents stopped the child.	after	2870	['2', '1', '1', '1', '3', '5', '1', '3', '1', '1', '3', '1', '1', '1', '1']	1.1813363431112898	1.7333333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, then, so, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The child was running into a road with a lot of traffic, after the parents stopped the child.
Rating: "	4	"2

Explanation: The"	2
56	The terrorists planned a suicide attack.	The terrorists asked a woman to make herself explode.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	thus	The terrorists planned a suicide attack, then the terrorists asked a woman to make herself explode.	then	2777	['10', '2', '1', '9', '6', '8', '10', '7', '10', '3', '7', '1', '5', '9', '8']	3.158058475287203	6.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The terrorists planned a suicide attack, then the terrorists asked a woman to make herself explode.
Rating: "	5	"7

Explanation: The"	7
276	Kevin got off the bus.	Kevin waited until the bus arrived at its destination.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.6	AB_temp	after	Kevin got off the bus, then Kevin waited until the bus arrived at its destination.	then	4200	['2', '1', '1', '3', '1', '6', '1', '2', '1', '8', '3', '1', '6', '1', '1']	2.217105219775452	2.533333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Kevin got off the bus, then Kevin waited until the bus arrived at its destination.
Rating: "	4	"2

Explanation: The"	2
482	The sun shined brightly in the sky.	The moon disappeared behind thick clouds.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_temp	other	The sun shined brightly in the sky, then the moon disappeared behind thick clouds.	then	1832	['2', '2', '1', '2', '3', '5', '1', '1', '1', '8', '6', '6', '7', '5', '2']	2.36267268622258	3.466666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, then, after, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The sun shined brightly in the sky, then the moon disappeared behind thick clouds.
Rating: "	5	"2
Explanation: The"	2
118	The window broke.	The boy made a mistake in throwing the ball.	causality	A follows B	none	origin	False	True	False	True	['YES', 'NO', 'YES', 'YES', 'NO', 'YES', 'NO', 'YES', 'NO', 'YES']	yes	0.2	AB_temp	because	The window broke, then the boy made a mistake in throwing the ball.	then	3222	['1', '1', '1', '1', '1', '5', '1', '7', '1', '1', '1', '1', '1', '1', '6']	2.0330600909302543	2.0	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The window broke, then the boy made a mistake in throwing the ball.
Rating: "	8	"2

Explanation: The"	2
346	Simona got her make-up case.	Simona put on lipstick.	temporal	B follows A	none	origin	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	then	Simona got her make-up case, then Simona put on lipstick.	then	1380	['10', '10', '10', '10', '9', '8', '10', '9', '10', '10', '10', '10', '10', '10', '10']	0.5734883511361751	9.733333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Simona got her make-up case, then Simona put on lipstick.
Rating: "	7	"8

Explanation: The"	8
47	Luke loves playing video games.	Luke's girlfriend thinks he is childish.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'YES', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO']	no	-0.2	BA_cause	thus	Luke loves playing video games, because Luke's girlfriend thinks he is childish.	because	1522	['1', '2', '1', '3', '1', '1', '1', '4', '1', '1', '1', '1', '1', '1', '1']	0.879393730551528	1.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Luke loves playing video games, because Luke's girlfriend thinks he is childish.
Rating: "	1	"5

Sentence: After"	5
396	Luca entered the pharmacy.	Luke spoke to the pharmacist.	temporal	B follows A	none	origin	False	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'YES', 'YES']	no	-0.4	BA_cause	then	Luca entered the pharmacy, because Luke spoke to the pharmacist.	because	1843	['5', '1', '1', '1', '1', '5', '2', '9', '1', '1', '1', '1', '1', '1', '5']	2.3607908279501024	2.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Luca entered the pharmacy, because Luke spoke to the pharmacist.
Rating: "	4	"5

Sentence: Luca"	5
431	There must be something wrong with Tom's nose.	Tom cannot see clearly.	no_rel	none	none	e-care	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	other	There must be something wrong with Tom's nose, after Tom cannot see clearly.	after	4656	['1', '1', '1', '1', '5', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1']	1.0110500592068734	1.3333333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: There must be something wrong with Tom's nose, after Tom cannot see clearly.
Rating: "	4	"3

Explanation: The"	3
362	Michele opened the beer.	Michele took the beer from the fridge.	temporal	A follows B	none	origin	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES']	yes	0.8	BA_temp	after	Michele opened the beer, after Michele took the beer from the fridge.	after	2904	['10', '10', '10', '10', '9', '10', '10', '9', '3', '7', '4', '10', '10', '8', '10']	2.211083193570267	8.666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Michele opened the beer, after Michele took the beer from the fridge.
Rating: "	4	"8
Explanation: The"	8
580	The owl hunts at night.	In the forest there are many animals.	no_rel	none	none	origin	False	False	False	False	['NO', 'YES', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES']	no	-0.2	BA_cause	other	The owl hunts at night, because in the forest there are many animals.	because	1045	['10', '10', '5', '10', '3', '4', '10', '8', '6', '10', '5', '1', '9', '4', '10']	3.03315017762062	7.0	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, then, after, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The owl hunts at night, because in the forest there are many animals.
Rating: "	8	"7

Explanation: The"	7
104	Jonathan was craving for a coffee.	Jonathan went to a coffee shop and ordered a coffee.	causality	B follows A	none	big_bench	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	thus	Jonathan was craving for a coffee, then Jonathan went to a coffee shop and ordered a coffee.	then	4696	['10', '10', '10', '8', '9', '10', '10', '10', '10', '8', '4', '8', '3', '10', '10']	2.180723631172817	8.666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, after, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Jonathan was craving for a coffee, then Jonathan went to a coffee shop and ordered a coffee.
Rating: "	6	"5

Sentence: Jonathan"	5
197	The child thinks that a monster comes out of his closet at night.	The child wants to sleep with the light on at night.	causality	B follows A	none	origin	True	False	True	False	['NO', 'NO', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.4	BA_temp	thus	The child thinks that a monster comes out of his closet at night, after the child wants to sleep with the light on at night.	after	2789	['10', '7', '1', '1', '3', '9', '10', '8', '3', '1', '7', '2', '1', '6', '3']	3.350621832834417	4.8	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, after, so, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The child thinks that a monster comes out of his closet at night, after the child wants to sleep with the light on at night.
Rating: "	1	"5

Explanation: The"	5
450	Simon explored the local farmers' market.	Simon browsed the antique shops at the market.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_temp	other	Simon explored the local farmers' market, after Simon browsed the antique shops at the market.	after	2766	['10', '9', '10', '10', '7', '7', '10', '7', '10', '10', '10', '2', '10', '10', '5']	2.334285520001546	8.466666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, then, so, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Simon explored the local farmers' market, after Simon browsed the antique shops at the market.
Rating: "	4	"2

Explanation: The"	2
390	Laura put on her slippers.	Laura took off her boots.	temporal	A follows B	none	origin	False	False	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_temp	after	Laura put on her slippers, then Laura took off her boots.	then	4632	['1', '1', '1', '1', '1', '6', '1', '4', '1', '1', '1', '1', '1', '1', '1']	1.407914138796192	1.5333333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, then, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Laura put on her slippers, then Laura took off her boots.
Rating: "	1	"8

Explanation: The"	8
17	Eric eats twenty chocolate bars.	Eric will become fat.	causality	B follows A	socially_challenging	origin	True	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES']	no	-0.8	BA_temp	thus	Eric eats twenty chocolate bars, after Eric will become fat.	after	1946	['5', '9', '1', '1', '3', '7', '10', '8', '4', '1', '8', '6', '1', '5', '2']	3.06521704868604	4.733333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, after, so, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Eric eats twenty chocolate bars, after Eric will become fat.
Rating: "	4	"2

Sentence: Eric"	2
82	The boy woke up.	There was a loud noise.	causality	A follows B	none	origin	False	True	False	True	['NO', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO']	no	-0.4	AB_cause	because	The boy woke up, so there was a loud noise.	so	4306	['1', '1', '1', '4', '1', '1', '1', '10', '1', '1', '1', '1', '1', '4', '1']	2.3664319132398464	2.0	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The boy woke up, so there was a loud noise.
Rating: "	4	"2
Explanation: The"	2
54	In poor countries, people die very young.	In poor countries, there are few medicines.	causality	A follows B	socially_challenging	origin	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_temp	because	In poor countries, people die very young, after in poor countries, there are few medicines.	after	1647	['1', '1', '1', '1', '2', '3', '1', '5', '1', '1', '1', '1', '1', '1', '1']	1.0873004286866723	1.4666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: In poor countries, people die very young, after in poor countries, there are few medicines.
Rating: "	4	"2

Explanation: The"	2
